Type,Identification,Field,Locale,Market,Status,Default content,Translated content
METAFIELD,'6261494906995,value,en,,,"<p style=""text-align: center;"">Setze ein Statement mit diesem hochwertigen Baumwoll Samt Parka. Die abnehmbare Kapuze ist mit Faux Fur gef&uuml;ttert, welches aussergew&ouml;hnlich weich ist und kuschelig warm h&auml;lt</p>",
METAFIELD,'6261494939763,value,en,,,"<p style=""text-align: center;"">Bitte professionell reinigen lassen</p>",
METAFIELD,'6261494972531,value,en,,,"<p style=""text-align: center;"">Gerade geschnittener Mantel mit abnehmbarer Kaupuze. F&auml;llt der Gr&ouml;&szlig;e entsprechend normal aus.<br />Gr&ouml;&szlig;e 34 - 40</p>",
METAFIELD,'6261495005299,value,en,,,"<p style=""text-align: center;"">100% Baumwolle<br />Futter Kapuze 93% Modal/7% Polyester<br />100% Polyester<br />Echtmetall Rei&szlig;verschl&uuml;sse</p>",
METAFIELD,'6261516632179,value,en,,,"<p style=""text-align: center;"">Fassbender gibt dem Klassiker Biker Jacke ein luxeri&ouml;ses Update in Alpaka Faux Fur. Metall Rei&szlig;verschl&uuml;sse geben dieser Kurzjacke den typischen Biker Look</p>",
METAFIELD,'6261516664947,value,en,,,"<p style=""text-align: center;"">Bitte professionell reinigen lassen</p>",
METAFIELD,'6261516697715,value,en,,,"<p style=""text-align: center;"">Gerader, eng anliegender Schnitt und leicht verk&uuml;rzt.<br />Gr&ouml;&szlig;e 34 - 40</p>",
METAFIELD,'6261516730483,value,en,,,"<p style=""text-align: center;"">66% Alpaka/ 33% Schurwolle 1% Polyacryl<br />45% Baumwolle/16%Nylon/39%Polyester<br />100% Polyester<br />Echtmetall Rei&szlig;verschl&uuml;sse</p>",
METAFIELD,'6261533245555,value,en,,,"<p style=""text-align: center;"">Bleib warm und stylisch, egal wie niedrig die Temperaturen fallen mit diesem super weichen und kuscheligen Faux Fur Kragen. Die Jacke ist wasserabweisend und hat extra lange Rippabschl&uuml;sse am &Auml;rmel und Saum.</p>",
METAFIELD,'6261533278323,value,en,,,"<p style=""text-align: center;"">Bleib warm und stylisch, egal wie niedrig die Temperaturen fallen mit diesem super weichen und kuscheligen Faux Fur Kragen. Die Jacke ist wasserabweisend und hat extra lange Rippabschl&uuml;sse am &Auml;rmel und Saum.</p>",
METAFIELD,'6261533311091,value,en,,,"<p style=""text-align: center;"">Bleib warm und stylisch, egal wie niedrig die Temperaturen fallen mit diesem super weichen und kuscheligen Faux Fur Kragen. Die Jacke ist wasserabweisend und hat extra lange Rippabschl&uuml;sse am &Auml;rmel und Saum.</p>",
METAFIELD,'6261533343859,value,en,,,"<p style=""text-align: center;"">Bitte professionell reinigen lassen</p>",
METAFIELD,'6261533376627,value,en,,,"<p style=""text-align: center;"">Bitte professionell reinigen lassen</p>",
METAFIELD,'6261533409395,value,en,,,"<p style=""text-align: center;"">Bitte professionell reinigen lassen</p>",
METAFIELD,'6261533474931,value,en,,,"<p style=""text-align: center;"">Locker sitzender Schnitt mit leicht &uuml;berschnittenden Schultern und Rippabschl&uuml;ssen am Saum, Kragen und &Auml;rmel</p>",
METAFIELD,'6261533507699,value,en,,,"<p style=""text-align: center;"">Locker sitzender Schnitt mit leicht &uuml;berschnittenden Schultern und Rippabschl&uuml;ssen am Saum, Kragen und &Auml;rmel</p>",
METAFIELD,'6261533540467,value,en,,,"<p style=""text-align: center;"">Locker sitzender Schnitt mit leicht &uuml;berschnittenden Schultern und Rippabschl&uuml;ssen am Saum, Kragen und &Auml;rmel</p>",
METAFIELD,'6261533573235,value,en,,,"<p style=""text-align: center;"">100% Polyester<br />Kragen 88% Polyacryl / 12% Polyester<br />Rippe 100% Wolle<br />100% Polyester<br />Echtmetall Rei&szlig;verschl&uuml;sse<br /><br /></p>",
METAFIELD,'6261533606003,value,en,,,"<p style=""text-align: center;"">100% Polyester<br />Kragen 88% Polyacryl / 12% Polyester<br />Rippe 100% Wolle<br />100% Polyester<br />Echtmetall Rei&szlig;verschl&uuml;sse<br /><br /></p>",
METAFIELD,'6261533638771,value,en,,,"<p style=""text-align: center;"">100% Polyester<br />Kragen 88% Polyacryl / 12% Polyester<br />Rippe 100% Wolle<br />100% Polyester<br />Echtmetall Rei&szlig;verschl&uuml;sse<br /><br /></p>",
METAFIELD,'6261538914419,value,en,,,Bomberjacke schwarz,
METAFIELD,'6261539012723,value,en,,,"<p style=""text-align: center;"">Bitte professionell reinigen lassen</p>",
METAFIELD,'6261539045491,value,en,,,"<p style=""text-align: center;"">Leicht oversized geschnitten. F&auml;llt eine Nummer gr&ouml;&szlig;er aus.<br />Gr&ouml;&szlig;e 34 - 40</p>",
METAFIELD,'6261539078259,value,en,,,"<p style=""text-align: center;"">100% Schurwolle<br />&Auml;rmel: 100% Baumwolle<br />Rippe 100% Wolle<br />Futter 100% Polyester<br />Metall Druckkn&ouml;pfe</p>",
METAFIELD,'6261539176563,value,en,,,"<p style=""text-align: center;"">Diese Jacke hat eine klassische Bomber Silhouette bekommt aber durch den Samt / Schurwolle Materialmix und das &uuml;berlappende Revers einen ganzen neuen Look</p>",
METAFIELD,'6261539274867,value,en,,,Bomberjacke grün,
METAFIELD,'6261539307635,value,en,,,"<p style=""text-align: center;"">Bitte professionell reinigen lassen</p>",
METAFIELD,'6261539405939,value,en,,,"<p style=""text-align: center;"">Leicht oversized geschnitten. F&auml;llt eine Nummer gr&ouml;&szlig;er aus.<br />Gr&ouml;&szlig;e 34 - 40</p>",
METAFIELD,'6261539569779,value,en,,,"<p style=""text-align: center;"">100% Schurwolle<br />&Auml;rmel: 100% Baumwolle<br />Rippe 100% Wolle<br />Futter 100% Polyester<br />Metall Druckkn&ouml;pfe</p>",
METAFIELD,'6261539602547,value,en,,,Bomberjacke Creme Weiß / Gelb ,
METAFIELD,'6261539635315,value,en,,,"<p style=""text-align: center;"">Diese Jacke hat eine klassische Bomber Silhouette bekommt aber durch den Samt / Schurwolle Materialmix und das &uuml;berlappende Revers einen ganzen neuen Look</p>",
METAFIELD,'6261539668083,value,en,,,"<p style=""text-align: center;"">Bitte professionell reinigen lassen</p>",
METAFIELD,'6261539831923,value,en,,,"<p style=""text-align: center;"">Leicht oversized geschnitten. F&auml;llt eine Nummer gr&ouml;&szlig;er aus.<br />Gr&ouml;&szlig;e 34 - 40</p>",
METAFIELD,'6261539995763,value,en,,,"<p style=""text-align: center;"">100% Schurwolle<br />&Auml;rmel: 100% Baumwolle<br />Rippe 100% Wolle<br />Futter 100% Polyester<br />Metall Druckkn&ouml;pfe</p>",
METAFIELD,'6261540323443,value,en,,,"<p style=""text-align: center;"">Diese Jacke hat eine klassische Bomber Silhouette bekommt aber durch den Samt / Schurwolle Materialmix und das &uuml;berlappende Revers einen ganzen neuen Look</p>",
METAFIELD,'6261551071347,value,en,,,Coat Burgund / Beige,
METAFIELD,'6261551104115,value,en,,,"<p style=""text-align: center;"">Bitte professionell reinigen lassen</p>",
METAFIELD,'6261551136883,value,en,,,"<p style=""text-align: center;"">Gerade geschnittener Mantel mit Westen Einsatz vorn. F&auml;llt der Gr&ouml;&szlig;e entsprechend normal aus <br />Gr&ouml;&szlig;e 34 - 42</p>",
METAFIELD,'6261551169651,value,en,,,"<p style=""text-align: center;"">22% Schurwolle / 15% Mohair / 14% Alpaka / 23% Polyacryl / 11% Polyester / 9% Polyamid / 7% Baumwolle<br />Einsatz 100% Schurwolle<br />Lackierte Kokosnuss Kn&ouml;pfe<br />60% Polyester / 40% Baumwolle</p>",
METAFIELD,'6261551202419,value,en,,,"<p style=""text-align: center;"">Fassbender&acute;s Mantel ist diese Art Statement piece welcher einen ganzen Kleiderschrank aufleben l&auml;sst. Die hochwertigen Wollen kommen aus Italien und haben einen fantastisch weichen Griff. Der Westen Einsatz gibt dem Klassiker eine ganz neue Silhouette.</p>",
METAFIELD,'6261551235187,value,en,,,"<p style=""text-align: center;"">Fassbender&acute;s Mantel ist diese Art Statement piece welcher einen ganzen Kleiderschrank aufleben l&auml;sst. Die hochwertigen Wollen kommen aus Italien und haben einen fantastisch weichen Griff. Der Westen Einsatz gibt dem Klassiker eine ganz neue Silhouette.</p>",
METAFIELD,'6261551267955,value,en,,,"<p style=""text-align: center;"">Bitte professionell reinigen lassen</p>",
METAFIELD,'6261551300723,value,en,,,"<p style=""text-align: center;"">Gerade geschnittener Mantel mit Westen Einsatz vorn. F&auml;llt der Gr&ouml;&szlig;e entsprechend normal aus <br />Gr&ouml;&szlig;e 34 - 42</p>",
METAFIELD,'6261551333491,value,en,,,"<p style=""text-align: center;"">66% Alpaka/ 33% Schurwolle 1% Polyamid<br />Einsatz 68% Polyester/ 32% Baumwolle<br />Lackierte Kokosnuss Kn&ouml;pfe<br />60% Polyester / 40% Baumwolle</p>",
METAFIELD,'6261551366259,value,en,,,"<p style=""text-align: center;"">Fassbender&acute;s Mantel ist diese Art Statement piece welcher einen ganzen Kleiderschrank aufleben l&auml;sst. Die hochwertigen Wollen kommen aus Italien und haben einen fantastisch weichen Griff. Der Westen Einsatz gibt dem Klassiker eine ganz neue Silhouette.</p>",
METAFIELD,'6261551399027,value,en,,,"<p style=""text-align: center;"">Bitte professionell reinigen lassen</p>",
METAFIELD,'6261551431795,value,en,,,"<p style=""text-align: center;"">Gerade geschnittener Mantel mit Westen Einsatz vorn. F&auml;llt der Gr&ouml;&szlig;e entsprechend normal aus <br />Gr&ouml;&szlig;e 34 - 42</p>",
METAFIELD,'6261551464563,value,en,,,"<p style=""text-align: center;"">66% Alpaka/ 33% Schurwolle 1% Polyamid<br />Einsatz 68% Polyester/ 32% Baumwolle<br />Lackierte Kokosnuss Kn&ouml;pfe<br />60% Polyester / 40% Baumwolle</p>",
METAFIELD,'6261551497331,value,en,,,"<p style=""text-align: center;"">Fassbender&acute;s Lang - Weste ist diese Art Statement piece welcher einen ganzen Kleiderschrank aufleben l&auml;sst. Die hochwertigen Wollen kommen aus Italien und haben einen fantastisch weichen Griff. Der Westen Einsatz gibt dem Klassiker eine ganz neue Silhouette.</p>",
METAFIELD,'6261551562867,value,en,,,"<p style=""text-align: center;"">Bitte professionell reinigen lassen</p>",
METAFIELD,'6261551595635,value,en,,,"<p style=""text-align: center;"">Gerade geschnittene Lang Weste mit Einsatz vorn. F&auml;llt der Gr&ouml;&szlig;e entsprechend normal aus.<br />Gr&ouml;&szlig;e 34 - 40</p>",
METAFIELD,'6261551628403,value,en,,,"<p style=""text-align: center;"">66% Alpaka/ 33% Schurwolle 1% Polyamid<br />Einsatz 68% Polyester/ 32% Baumwolle<br />Lackierte Kokosnuss Kn&ouml;pfe<br />60% Polyester / 40% Baumwolle<br /><br /></p>",
METAFIELD,'6261556478067,value,en,,,Parka aus Samt Oliv,
METAFIELD,'6261556543603,value,en,,,Parka aus Samt Dunkelblau,
METAFIELD,'6261566308467,value,en,,,Puffa Petrol Blau,
METAFIELD,'6352242081907,value,en,,,magazine,
METAFIELD,'6352242114675,value,en,,,magazine,
METAFIELD,'6352242180211,value,en,,,https://cdn.shopify.com/s/files/1/0075/8903/6147/t/4/assets/82BCED87-2904-4D28-BB61-70277E575409-1541602182235.jpeg?977753238516199883,
METAFIELD,'6352242212979,value,en,,,https://cdn.shopify.com/s/files/1/0075/8903/6147/t/4/assets/D8B9FE30-5196-4818-BD10-4D7F8BE71373-1541602182226.jpeg?4334733405101967072,
METAFIELD,'6352246702195,value,en,,,coat-navy,
METAFIELD,'6352247914611,value,en,,,07. November von Christina Fassbender ,
METAFIELD,'6352919953523,value,en,,,coat-navy,
METAFIELD,'6356565786739,value,en,,,magazine,
METAFIELD,'6356565819507,value,en,,,https://gcs-vimeo.akamaized.net/exp=1541773325~acl=%2A%2F1143895533.mp4%2A~hmac=4a14984ed08e3311b2b53d2435d1ebd98649ba9b535e2f2c4e5ac6df59a78d7c/vimeo-prod-skyfire-std-us/01/4932/11/299663905/1143895533.mp4,
METAFIELD,'6363182334067,value,en,,,magazine,
METAFIELD,'6363182366835,value,en,,,299873519,
METAFIELD,'6451903398003,value,en,,,"{""always_print_receipts"":true,""include_customer_info_in_receipt"":true,""physical_gift_cards_enabled"":false,""payment_types"":[{""sub_type"":"""",""is_system_method"":true,""enabled"":true,""name"":""cash""},{""sub_type"":""amex"",""is_system_method"":true,""enabled"":false,""name"":""external-credit""},{""sub_type"":""mastercard"",""is_system_method"":true,""enabled"":false,""name"":""external-credit""},{""sub_type"":""visa"",""is_system_method"":true,""enabled"":true,""name"":""external-credit""},{""sub_type"":""discover"",""is_system_method"":true,""enabled"":false,""name"":""external-credit""},{""sub_type"":"""",""is_system_method"":true,""enabled"":false,""name"":""external-debit""},{""sub_type"":"""",""is_system_method"":true,""enabled"":false,""name"":""store-credit""},{""enabled"":true,""name"":""SumUp""},{""enabled"":true,""name"":""PayPal""},{""enabled"":false,""name"":""Überweisung""}],""screen_lock_timeout_minutes"":2,""include_address_on_receipt"":true,""always_fulfill_orders"":true,""settlements_enabled"":false,""include_order_note_on_receipt"":false,""cash_tracking_enabled"":false,""auto_lock_after_sale"":false,""skip_signature_under_amount"":false}",
METAFIELD,'6462330044531,value,en,,,299663905,
METAFIELD,'6462335713395,value,en,,,Kcw6-C85zuI,
METAFIELD,'6462395973747,value,en,,,pea-coat-white-yellow,
METAFIELD,'6463039635571,value,en,,,K6lbrXAIa8E,
METAFIELD,'6990702936179,value,en,,,magazine,
METAFIELD,'6990702968947,value,en,,,jLSbMljEESc,
METAFIELD,'6990743928947,value,en,,,https://cdn.shopify.com/s/files/1/0075/8903/6147/t/4/assets/myfassbender-fw19-vid-1553191485619.jpg,
METAFIELD,'7231239422067,value,en,,,false,
METAFIELD,'7231239454835,value,en,,,0,
METAFIELD,'7231239487603,value,en,,,true,
METAFIELD,'7231239520371,value,en,,,false,
METAFIELD,'10696982691955,value,en,,,Material,
METAFIELD,'10696982724723,value,en,,,"<div id=""main"" style=""text-align: center;"" aria-live=""polite""><div data-title=""Pea Coat White Yellow"" data-namespace=""product"" data-template=""{      &quot;template&quot;: &quot;product&quot;,    &quot;directory&quot;: null,    &quot;name&quot;: &quot;product&quot;,    &quot;suffix&quot;: null  }"" data-handle=""pea-coat-white-yellow""><div class=""container-fluid""><div id=""product-pea-coat-white-yellow-tab-content"" class=""col-12 col-md-6 tab-content product-tab-content px-5 mx-auto""><div id=""tab-content-care"" class=""tab-pane mt-3 mb-4 active show"" style=""box-sizing: border-box; margin-top: 1rem !important; margin-bottom: 1.5rem !important; display: block; height: 112px;"" role=""tabpanel"" aria-labelledby=""tab-title-care""><p>Bitte professionell reinigen lassen</p></div></div></div></div></div>",
METAFIELD,'10696982790259,value,en,,,"<p style=""text-align: center;"">Dry clean</p>",
METAFIELD,'10696982855795,value,en,,,"<p style=""text-align: center;"">Eng anliegender Schnitt.<br />F&auml;llt der Gr&ouml;&szlig;e entsprechend normal aus.</p>",
METAFIELD,'10696982888563,value,en,,,"<p style=""text-align: center;"">Fitted&nbsp;<br />true to size</p>",
METAFIELD,'10696982921331,value,en,,,"<p style=""text-align: center;"">19 % Mohair, 19 % Alpaca, 17 % Polyester, 16 % New Wool, 15 % Polyacryl, 14 % Wool<br />Lining:&nbsp;80 % Viscose, 20 % Nylon<br />fake horn buttons</p>",
METAFIELD,'10696982954099,value,en,,,"<p style=""text-align: center;"">19 % Mohair, 19 % Alpaka, 17 % Polyester, 16 Schurwolle, 15 % Polyacryl, 14 % Wolle<br />Futter:&nbsp;80 % Viscose, 20 % Nylon<br />Fake Horn Kn&ouml;pfe</p>",
METAFIELD,'10696983019635,value,en,,,"<p style=""text-align: center;"">Ein Vintage-Design Statement.<br />Die Vollendung dieses Mantels spiegelt sich im Verlauf des Hahnentritt Musters entlang der eleganten Sanduhr Silhouette wieder.&nbsp;<br />Knopfleiste auf der Vorderseite.<br />Pattentaschen vorne &amp; hoher Schlitz an der R&uuml;ckseite.&nbsp;</p><p style=""text-align: center;"">Farbe: Beige/Blau</p>",
METAFIELD,'10696983052403,value,en,,,Care,
METAFIELD,'10696983117939,value,en,,,Fit,
METAFIELD,'10696986067059,value,en,,,Description,
METAFIELD,'10697104982131,value,en,,,Desciption,
METAFIELD,'10697105014899,value,en,,,"<p style=""text-align: center;"">Bitte professionell reinigen lassen</p>",
METAFIELD,'10697105047667,value,en,,,"<p style=""text-align: center;"">Dry clean only</p>",
METAFIELD,'10697105080435,value,en,,,"<p style=""text-align: center;"">Locker geschnitten<br />entspricht der normalen Gr&ouml;&szlig;e</p>",
METAFIELD,'10697105145971,value,en,,,"<p style=""text-align: center;"">Loose fit<br />true to size&nbsp;</p>",
METAFIELD,'10697105178739,value,en,,,"<p style=""text-align: center;"">Weste: 98 % Cotton, 2 % Spandex&nbsp;<br />100 % Wool<br />Jacket: 98 % Cotton, 2 % Spandex<br />Lining:&nbsp;80 % Viscose, 20 % Nylon<br />Real metal zipper</p>",
METAFIELD,'10697105211507,value,en,,,"<p style=""text-align: center;"">Weste: 98 % Baumwolle, 2 %&nbsp;Elasthan<br />100 % Wolle<br />Jacke: 98 % Baumwolle, 2 % Elasthan<br />Futter:&nbsp;80 % Viskose, 20 % Nylon<br />Echtmetall Rei&szlig;verschl&uuml;sse</p>",
METAFIELD,'10697105244275,value,en,,,"<p style=""text-align: center;"">Der Fassbender Parka<br />Die Weste ist aus feinster italienischer Baumwolle in Kombination mit geschorener Lammwolle gefertigt. Sie ist herauskn&ouml;pfbar und kann auch alleine getragen werden, genau wie die Jacke.&nbsp;<br />Das &auml;rmellose Design f&auml;llt l&auml;ssig &uuml;ber die H&uuml;fte und hat einen hohen Kapuzenkragen.<br />Weste: Pattentaschen vorn.<br />Jacke: Vertikale Eingriffstasche vorn.</p><p style=""text-align: center;"">Farbe: Zimt&nbsp;</p><p style=""text-align: center;""><br />Wir lieben Tiere. F&uuml;r die Herstellung unserer Lammwoll Produkte verwenden wir ausschlie&szlig;lich geschorene Wolle, kein Leder.&nbsp;</p>",
METAFIELD,'10697105309811,value,en,,,Care,
METAFIELD,'10697105342579,value,en,,,Fit,
METAFIELD,'10697105408115,value,en,,,Material,
METAFIELD,'10697161834611,value,en,,,#515c51,
METAFIELD,'10697161900147,value,en,,,parka-olive,
METAFIELD,'10697165144179,value,en,,,Description,
METAFIELD,'10697165176947,value,en,,,"<p style=""text-align: center;"">Bitte professionell reinigen lassen</p>",
METAFIELD,'10697165209715,value,en,,,"<p style=""text-align: center;"">Dry clean only</p>",
METAFIELD,'10697165242483,value,en,,,"<p style=""text-align: center;"">Locker geschnitten<br />f&auml;llt der Gr&ouml;&szlig;e entsprechend aus&nbsp;</p>",
METAFIELD,'10697165275251,value,en,,,"<p style=""text-align: center;"">Loose fit<br />true to size&nbsp;</p>",
METAFIELD,'10697165308019,value,en,,,"<p style=""text-align: center;"">Vest: 98 % Cotton, 2 % Spandex<br />100 % Wool<br />Jacket:&nbsp; 98 % Cotton, 2 % Spandex<br />Lining:&nbsp;80 % Viscose, 20 % Nylon<br />real metal zipper</p>",
METAFIELD,'10697165340787,value,en,,,"<p style=""text-align: center;"">Weste: 98 % Baumwolle, 2 %&nbsp;Elasthan<br />100 % Wolle<br />Jacke: 98 % Baumwolle, 2 % Elasthan<br />Futter:&nbsp;80 % Viskose, 20 % Nylon<br />Echtmetall Rei&szlig;verschl&uuml;sse</p>",
METAFIELD,'10697165373555,value,en,,,parka-cinnamon,
